"Dewey classification","BL record ID","Type of resource","Content type","Material type","BNB number","ISBN","Name","Dates associated with name","Type of name","Role","All names","Title","Variant titles","Series title","Number within series","Country of publication","Place of publication","Publisher","Date of publication","Edition","Physical description","BL shelfmark","Topics","Genre","Languages","Notes"
"796.510942275","019674324","Monograph","Cartographic image ; Language material ; Still image ; Text","Online resource (PDF ebook ; ePub ebook)","GBC006500","9781783628193 ; 9781783628209","Davison, Steve","","person","author ; photographer","Davison, Steve, author ; photographer [person]","Walking in the New Forest : 30 walks in the New Forest National Park","","","","England","Kendal","Cicerone","2020","Second edition","1 online resource, illustrations, maps","ELD.DS.497721","Walking--England--New Forest National Park--Guidebooks ; New Forest National Park (England)--Guidebooks","Guidebook","English","Additional physical form: Print version. 9781852848774 ; Previous edition: 2012"
"796.510942353","008812369","Monograph","Language material ; Text","Volume","GB7814512","9780950369679","Westacott, H. D. (Hugh Douglas)","1932-","person","","Westacott, H. D. (Hugh Douglas), 1932- [person]","Walks and rides on Dartmoor","","","","England","Adstock ; Adstock Cottage, Adstock, Buckingham","Footpath Publications","1977","","32 pages, colour maps, 1 portrait (on inside back cover), 21 cm","X.709/32149","Dartmoor National Park (England)--Guidebooks ; Devon--Dartmoor--Recreations--Walking ; Hiking--England--Dartmoor National Park--Guidebooks ; Dartmoor (England)--Guidebooks","","English","Text on inside back cover"
"796.510942353","012628825","Monograph","Language material ; Text","Volume","GB8814974","9780706366341","Weir, John (John W. H.)","","person","","Le Messurier, Brian [person] ; Weir, John (John W. H.) [person]","Dartmoor & Exmoor","","Great walks","","England","London","Ward Lock","1988","","176 pages, illustrations, 26 cm","YC.1989.b.1041","Dartmoor National Park (England)--Guidebooks ; Hiking--England--Dartmoor National Park--Guidebooks ; England--Exmoor--Recreations--Walking ; Exmoor (England)--Guidebooks ; Hiking--England--Exmoor National Park--Guidebooks ; Exmoor National Park (England)--Guidebooks ; Dartmoor (England)--Guidebooks ; Devon--Dartmoor--Recreations--Walking","","English","Includes index"
"796.51094238","012247273","Monograph","Language material ; Text","Volume","GB6922937","9780950021928","Exmoor National Park","","organisation","","Exmoor National Park [organisation]","Waymarked walks. 2. Porlock, Oare, Dunkery, Exford, Withypool, Simonsbath","","","","England","Taunton","Somerset County Planning Department","1968","","33 pages, 24 plates, 2 illustrations (1 colour), colour maps, 24 cm","","Hiking--England--Exmoor National Park","","English","Bus timetable in pocket"
"796.510942385","005610975","Monograph","Language material ; Text","Volume","GB7834760","","Exmoor National Park Committee","","organisation","","Exmoor National Park Committee [organisation]","Waymarked walks","","","","England","Dulverton ; Exmoor House, Dulverton, Somerset","Exmoor National Park Authority","1975","4th edition","2, 28 pages, 28 pages of plates, illustrations, colour maps, 21 cm","","Walking--England--Exmoor ; National parks--England--Exmoor--Exmoor National Park--Footpaths--Recreations--Walking--Guidebooks ; Exmoor, Eng--Description and travel--Guide-books ; Trails--England--Exmoor--Guide-books","","English","Includes index ; Previous edition: 1972"
"796.510942385","005610976","Monograph","Language material ; Text","Volume","GB7834761","","Exmoor National Park Committee","","organisation","","Exmoor National Park Committee [organisation]","Waymarked walks","","","","England","Dulverton ; Exmoor House, Dulverton, Somerset","Exmoor National Park Authority","1974","","47 pages, illustrations, colour maps, 21 cm","","Walking--England--Exmoor ; National parks--England--Exmoor--Exmoor National Park--Footpaths--Recreations--Walking--Guidebooks ; Exmoor, Eng--Description and travel--Guide-books ; Trails--England--Exmoor--Guide-books","","English","Includes index"
"796.510942385","006681940","Monograph","Language material ; Text","Volume","GB7839255","","Somerset (England), Exmoor National Park Committee","","organisation","","Somerset (England), Exmoor National Park Committee [organisation]","Waymarked walks","","","","England","Market House, The Parade, Minehead, Somerset ; Minehead","Exmoor National Park Information Centre","1972","3rd edition","64 pages, illustrations, colour maps, 22 cm","BS.462/6","Walking--England--Exmoor ; Exmoor National Park ; England--Exmoor--National parks--Exmoor National Park--Footpaths--Recreations--Walking ; Exmoor, Eng--Description and travel--Guide-books ; Trails--England--Exmoor--Guide-books","","English","Includes index ; Previous edition: 1970"
"796.510942385","007302448","Serial","Language material ; Text","Volume","","","Somerset (England), Exmoor National Park Committee","","organisation","","Somerset (England), Exmoor National Park Committee [organisation]","Information sheet","","","","England","Dulverton","Committee","1978-","","21 x 10 cm","4496.163000N ; BS.462/3","Walking--England--Exmoor ; England--Exmoor--National parks--Exmoor National Park--Footpaths--Recreations--Walking--Serials ; Exmoor, Eng--Description and travel--Guide-books ; Trails--England--Exmoor--Guide-books","Guidebook","English",""
"796.510942385","008412451","Monograph","Language material ; Text","Volume","GB9220600","9781853061615","Green, Christina","","person","","Green, Christina [person]","Walks in Exmoor : twenty country walks within the Exmoor National Park","","","","England","Newbury","Countryside","1992","Revised and updated edition","79 pages, 22 cm","","Walking recreations ; Walking--England--Exmoor--Guidebooks ; Exmoor (England)--Description and travel--Guide-books ; Devon (England)","Guidebook","English",""
"796.510942385","009673866","Monograph","Language material ; Text","Volume","GB6715301","","Exmoor National Park","","organisation","","Exmoor National Park [organisation]","Waymarked walks","","","","United Kingdom","","Somerset County Council","1966","","40 pages, 23 cm","","","","English",""
"796.510942385","010120473","Monograph","Language material ; Text","Volume","GB9034330","9780861831821","Beazley, David","1926-","person","","Beazley, David, 1926- [person] ; Exmoor National Park Authority [organisation]","Walks for motorists : Exmoor","Exmoor","","","England","Exeter","Exmoor ; Exmoor National Park Authority","1990","","107 pages, maps, 21 cm","YK.1991.a.4968","Walking recreations ; Devon (England)","","English","Originally published: / David Butler. London : Warne, 1979"
"796.510942385","010120490","Monograph","Language material ; Text","Volume","GB9565211","9780861832590","Beazley, David","1926-","person","","Beazley, David, 1926- [person]","Exmoor : walks for motorists : 30 circular walks","","","","England","Dulverton","Exmoor","1994","New edition","112 pages, maps, 21 cm","YK.1996.a.10836","Walking recreations ; Exmoor National Park (England)--Guidebooks ; Devon (England)","Guidebook","English","Previous edition: 3rd, revised and updated, 1992"
"796.510942385","010540066","Monograph","Language material ; Text","Volume","GB7822862","","Somerset (England), Exmoor National Park Committee","","organisation","","Somerset (England), Exmoor National Park Committee [organisation]","Walks on North Hill, Minehead","","","","England","Market House, The Parade, Minehead, Somerset ; Minehead ; Taunton","Exmoor National Park Information Centre ; Somerset County Council","1974","2nd revised edition","10 pages, folded plates, illustrations, 1 colour map, 21 cm","BS.116/121","Somerset--North Hill--Recreations--Walking ; North Hill (England)--Guidebooks ; Walking--England--North Hill, Somerset","Guidebook","English","At head of title: Exmoor National Park ; Previous edition: s.l. : s.n, 196-"
"796.510942385","012628825","Monograph","Language material ; Text","Volume","GB8814974","9780706366341","Weir, John (John W. H.)","","person","","Le Messurier, Brian [person] ; Weir, John (John W. H.) [person]","Dartmoor & Exmoor","","Great walks","","England","London","Ward Lock","1988","","176 pages, illustrations, 26 cm","YC.1989.b.1041","Dartmoor National Park (England)--Guidebooks ; Hiking--England--Dartmoor National Park--Guidebooks ; England--Exmoor--Recreations--Walking ; Exmoor (England)--Guidebooks ; Hiking--England--Exmoor National Park--Guidebooks ; Exmoor National Park (England)--Guidebooks ; Dartmoor (England)--Guidebooks ; Devon--Dartmoor--Recreations--Walking","","English","Includes index"
"796.510942385","015739033","Monograph","Language material ; Text","Volume","GBB112304","9780861834488","","","","","Exmoor National Park Authority [organisation]","Exmoor rangers' favourite walks : twenty five circular routes","","","","England","Wellington","Exmoor","2011","Revised and updated edition","112 pages, colour maps, 21 cm","YK.2012.a.3948","Trails--England--Exmoor--Guidebooks ; Exmoor (England)--Guidebooks","Guidebook","English","Previous edition: i.e. revised 7th edition, 2005"
"796.5109424","015175216","Monograph","Language material ; Text","Volume","GBA944835","9780749562861","Hutton, Tom","","person","","Hutton, Tom [person]","50 walks in Brecon Beacons & South Wales : 50 walks of 2-10 miles","Fifty walks in Brecon Beacons & South Wales","","","England","Basingstoke","","2009","Updated edition","144 pages, illustrations (chiefly colour), colour maps, 22 cm","YK.2011.a.3047","Walking--Wales--Brecon Beacons National Park--Guidebooks ; Walking--Wales, South--Guidebooks ; Brecon Beacons National Park (Wales)--Guidebooks","Guidebook","English","Previous edition: 2003"
"796.5109424","016433779","Monograph","Cartographic image ; Language material ; Still image ; Text","Volume","GBB355005","9780749574802 ; 9780749575069","Hutton, Tom","","person","author","Hutton, Tom, author [person] ; Wills, Dixe, author [person]","50 walks in Brecon Beacons & South Wales : 50 walks of 2-10 miles","Fifty walks in Brecon Beacons & South Wales","","","England","Basingstoke, Hampshire","AA Publishing","2013","New edition, field checked and updated by Dixe Wills","157 pages, colour illustrations, colour maps, 22 cm","YK.2013.a.25284","Walking--Wales--Brecon Beacons National Park--Guidebooks ; Walking--Wales, South--Guidebooks ; Brecon Beacons National Park (Wales)--Guidebooks","Guidebook","English",""
"796.51094251","008117822","Monograph","Language material ; Text","Volume","GB8034023","9780851000695","","","","","Allen, James William [person] ; Märtin, Herbert [person]","Walking in Derbyshire : a detailed route guide for rambling in the Peak District National Park and adjacent countryside","","","","England","Derby ; Lodge Lane, Derby","Derbyshire Countryside","1980","7th revised edition, completely revised by H. Martin","64 pages, maps, 18 cm","X.629/13930","Walking--England--Derbyshire--Guidebooks ; Derbyshire--Recreations--Walking ; Derbyshire (England)--Description and travel--Guidebooks","Guidebook","English","Previous edition: 197-"
