"BL record ID","Type of resource","Content type","Material type","BNB number","ISBN","Name","Dates associated with name","Type of name","Role","All names","Title","Variant titles","Series title","Number within series","Country of publication","Place of publication","Publisher","Date of publication","Edition","Physical description","Dewey classification","BL shelfmark","Topics","Genre","Languages","Notes"
"014695935","Monograph","Language material ; Text","Volume","GBA8A0212","","","","","","Scottish Natural Heritage (Agency) [organisation]","Cairngorms freshwater pearl mussel re-introduction project phase II (C)","","Commissioned report","number 277 [Commissioned report]","Scotland","Inverness","","2008","","iii, 19 pages, 30 cm","333.95542","OPA.2009.x.300","Wildlife reintroduction--Scotland--Cairngorms National Park ; Freshwater mussels--Reintroduction--Scotland--Cairngorms National Park ; Margaritifera margaritifera--Reintroduction--Scotland--Cairngorms National Park","","English","' (ROAME number RO7AC601) .'"
"014703749","Serial","Language material ; Text","Volume","GBA8A4220","","","","","","","New Forest focus : what's on, new and views of the New Forest national park","","","","England","Lyndurst","Forestry Commission","-2012","","volumes, colour illustrations, colour portraits, 41 cm","914.42275005","ZK.9.d.3783","Leisure--England--New Forest (District)--Periodicals ; New Forest (England : Forest)--Periodicals","Periodical","English","Continued by: New Forest (Lyndhurst, England) ; Description based on: 2006 issue"
"014705149","Monograph","Cartographic image ; Cartographic material","Volume","","9780319240090","","","","","","Snowdon / Yr Wyddfa : Conwy Valley / Dyffryn Conwy : showing part of Snowdonia National Park / yn dangos rhan o Barc Cenedlaethol Eryri","","OS explorer map","OL17 [OS explorer map]","","","Ordnance Survey","2008","A2","","","","","","English",""
"014745733","Monograph","Cartographic image ; Cartographic material","Sheet","","9781851374533","Harvey Map Services","","organisation","","Harvey Map Services [organisation] ; Mountaineering Council of Scotland [organisation] ; British Geological Survey [organisation] ; British Mountaineering Council [organisation]","Cairngorms & Lochnagar","British mountain map : Cairngorms & Lochnagar ; British mountain map: Cairngorms/Lochnagar","British mountain maps","","Scotland","Doune","Harvey","2008","","1 map, colour, on sheet 94 x 99 cm, folded to 24 x 14 cm","912.4124","Maps X.9168","Lochnagar (Scotland : Mountain)--Maps ; Hiking--Scotland--Cairngorms National Park--Maps ; Cairngorms National Park (Scotland)--Maps","Map","English","'XT40. Strong durable all-weather polyethylene map for climbers, hill walkers and mountaineers'--Cover ; Extensive text relating to geology, landscape, climbing routes, emergency procedures, maps illustrating geology and geomorphology of the area, colour illustrations, and ancilliary maps of 'Spittal of Glenshee 1:40,000' and 'Lochnagar 1:40,000' on verso ; Includes text, location map and inset 'Extension to main map.' ; Panel title ; Published by Harvey in conjunction with the British Mountaineering Council, Mountaineering Council of Scotland and British geological Survey ; Relief shown by gradient tints, contours and spot heights"
"014757400","Monograph","Language material ; Text","Volume","GBA9B0278","9781904622215","","","","","North York Moors National Park Authority [organisation]","Cawthorn Roman Camps trail","","","","England","Helmsley","North York Moors National Park Authority","2008","","20 pages, colour illustrations, colour map, 21 cm","936.284604","YK.2009.a.34884","Cawthorn Camps Site (England) ; Cawthorn Camps Site (England)--Antiquities, Roman ; Fortification, Roman--England--Cawthorn Camps Site ; Cawthorn Camps Site (England)--Guidebooks","Guidebook","English","Title from cover"
"014757407","Monograph","Language material ; Text","Volume","GBB019075","9781904622178","Harrison, J. K. (John K.)","","person","","Harrison, J. K. (John K.) [person] ; North York Moors National Park Authority [organisation]","Eight centuries of milling in North East Yorkshire","","","","England","York","North York Moors National Park Authority","2008","New edition","xvi, 295 pages, illustrations, maps, 30 cm","664.72094284","YK.2009.b.6249","Mills and mill-work--England--North Yorkshire--History","","English ; French ; German","Previous edition: 2001"
"014758855","Monograph","Language material ; Text","Volume","GBA8B1062","9781904622208","Sykes, Nan","","person","","Sykes, Nan [person] ; North York Moors National Park Authority [organisation]","Picture guide to the wild flowers of North East Yorkshire","Wild flowers of North East Yorkshire","","","England","Bondgate","North York Moors National Park Authority","2008","","192 pages, colour illustrations, maps, 21 cm","582.130942846","YK.2009.a.22668","Wild flowers--England--Yorkshire","","English",""
"014762057","Monograph","Language material ; Text","Volume","GBA961010","9780901428820","Barnatt, John","","person","","Peak District National Park Authority [organisation] ; Barnatt, John [person]","In the footsteps of our ancestors : heritage walks : Hartington - Alstonefield - Wetton - Wetton Mill - Warslow - Hulme End","","","","England","Bakewell","Peak District National Park Authority","2006","","138 pages, colour illustrations, colour maps, 15 x 22 cm + 1 leaflet","942.511","YK.2009.a.17001","Walking--England--Peak District--Guidebooks ; Peak District (England)--History--Guidebooks ; Landscape archaeology--England--Peak District--Guidebooks","Guidebook","English","Title from cover"
"014764063","Monograph","Language material ; Text","Volume","GBA8B3325","","","","","","Pembrokeshire (Wales), County Council [organisation] ; Pembrokeshire Coast National Park Authority [organisation]","Cydgynllun datblygu unedol ar gyfer Sir Benfro : 2000-2016 = Joint unitary development plan for Pembrokeshire : 2000-2016","Joint unitary development plan for Pembrokeshire : 2000-2016","","","Wales","","Publ. jointly by Pembrokeshire Coast National Park Authority & Pembrokeshire County Council","2007","","226, 226 pages, colour illustrations, maps, 30 cm","","","Regional planning--Wales--Pembrokeshire","","English ; Welsh","Mabwysiadwyd gan Awdurdod Parc Cenedlaethol Arfordir Penfro, Fehefin 28ain 2006 ; mabwysiadwyd gan Gyngor Sir Penfro, Gorffennaf 13eg 2006 = Adopted by Pembrokeshire Coast National Park Authority 28th June 2006 ; adopted by Pembrokeshire County Council 13th July 2006"
"014764064","Monograph","Language material ; Text","Volume","GBA8B3326","","Brecon Beacons National Park Authority","","organisation","","Brecon Beacons National Park Authority [organisation]","Rights of way improvement plan : June 2007","","","","Wales","Brecon","Brecon Beacons National Park Authority","2007","","79 pages, colour maps, 30 cm","","","Right of way--Wales--Brecon Beacons National Park","","English",""
"014764066","Monograph","Language material ; Text","Volume","GBA8B3328","","Brecon Beacons National Park Authority","","organisation","","Brecon Beacons National Park Authority [organisation]","Cynllun gwella hawliau tramwy : Mehefin 2007","","","","Wales","Aberhonddu","Awdurdod Parc Cenedlaethol Bannau Brycheiniog","2007","","84 pages, colour maps, 30 cm","","","Right of way--Wales--Brecon Brecons National Park","","Welsh",""
"014770488","Monograph","Language material ; Text","Volume","GBA8B5787","","Aberdeen (Scotland), City Council","","organisation","","Aberdeenshire (Scotland), Council [organisation] ; Aberdeen (Scotland), City Council [organisation]","Structure plan : draft structure plan","Aberdeen City and Aberdeenshire (excluding the Cairngorms National Park) structure plan ; Aberdeen City and Shire : a brighter outlook","","","Scotland","Aberdeen","Aberdeen City Council ; Aberdeenshire Council","2008","","26 pages, illustrations, maps, 30 cm","","","Regional planning--Scotland--Aberdeenshire ; City planning--Scotland--Aberdeen","","English","'June 2008' -- Cover ; At head of contents page: Aberdeen City and Aberdeenshire (excluding the Cairngorms National Park) structure plan ; At head of title: Aberdeen City and Shire: a brighter outlook ; Cover title"
"014774349","Serial","Language material ; Text","Volume","GBA8B7766","","","","","","New Forest National Park Authority [organisation]","Park life : news from the New Forest National Park Authority","Park life (Lymington, England) ; Parklife","","","England","Lymington","New Forest National Park Authority","2006-","","volumes, colour illustrations, maps, 30 cm","333.7830942275","ZK.9.b.26405","New Forest (England : Forest)--Periodicals ; New Forest National Park Authority--Periodicals","Periodical","English","Additional physical form: Park life (Lymington, England : Online)"
"014785384","Monograph","Language material ; Text","Volume","GBB017050","9781904622192","","","","","North York Moors National Park Authority [organisation]","Esk Valley walk : a regional route including Ordnance Survey maps","","Ordinance Survey Explorer Map Series","","England","York","North York Moors National Park Authority","2008","Revised edition","1 volume (unpaged), colour illustrations, colour maps, 17 cm","796.510942846","YK.2009.a.25817","Trails--England--North York Moors National Park--Guidebooks ; Trails--England--Esk Valley (North Yorkshire)--Guidebooks","Guidebook","English","Previous edition: 1997"
"014790512","Collection","Still image ; Two-dimensional nonprojectable graphic","Sheet","","","Allom, Thomas","1804-1872","person","artist","Allom, Thomas, 1804-1872, artist [person] ; Cousen, J. (John), 1804-1880, engraver [person]","Loch Lomond from below Tarbet / (Dumbartonshire)","","","","England","","","1838-","","1 art print, steel-engraving, image 110 x 171 mm (trimmed)","","74/Tab.438.a.1","Loch Lomond and the Trossachs National Park (Scotland)--In art ; Views ; Mountains in art ; Lakes in art","Engraving ; Illustration ; Plan or view","English",""
"014794203","Monograph","Language material ; Text","Volume","GBA8C6320","9780571236503","Fitzgerald, Helen","","person","","Fitzgerald, Helen [person]","Dead lovely","","","","England","London","Faber","2009","","1 volume, 20 cm","823.92","","Vacations--Scotland--Loch Lomond and the Trossachs National Park--Fiction ; Jealousy--Fiction ; Childlessness--Fiction ; Murder--Fiction ; Female friendship--Fiction","Fiction","English","Originally published: Australia: Allen & Unwin, 2007; London: Faber, 2008"
