"Title","Other titles","BL record ID","Type of resource","Content type","Material type","BNB number","ISBN","Name","Dates associated with name","Type of name","Role","All names","Series title","Number within series","Country of publication","Place of publication","Publisher","Date of publication","Edition","Physical description","Dewey classification","BL shelfmark","Topics","Genre","Languages","Notes"
"Moorland conservation on Exmoor. Porchester map 2","","005012733","Monograph","Language material ; Text","Volume","","","Exmoor National Park Authority","","organisation","","Exmoor National Park Authority [organisation]","","","England","Dulverton","Exmoor National Park Authority","1981","","1 atla (2 pages, 20 leaves), 30 x 42 cm","","Maps 215.a.13","Exmoor--Environment ---atlases--1981","Atlas","English",""
"Moorland doctor","My moorland patients","011983606","Monograph","Language material ; Text","Volume","GB9047285","9780704102422","Bishop, R. W. S. (Reginald William Snowden)","","person","","Bishop, R. W. S. (Reginald William Snowden) [person]","","","England","Maidstone","George Mann","1989","","239 pages, 22 cm","942.84082","YC.1990.a.9298","Yorkshire Dales National Park (England)--Social life and customs ; North Yorkshire--Dales--Social conditions--1901-","","English","Originally published as: My moorland patients : London : Murray, 1922"
"Moorland management : a study of Exmoor : a report commissioned by the Countryside Commission","","012680197","Monograph","Language material ; Text","Volume","GB8708594","9780904282795","Miller, G. R.","","person","","Miller, G. R. [person] ; Institute of Terrestrial Ecology [organisation] ; Heal, O. W. [person] ; Miles, John, 1941- [person]","","","England","Cambridge","Institute of Terrestrial Ecology","1984","","118 pages, 6 leaves of plates, illustrations, 1 map, 30 cm","333.7830942385","YK.1987.b.493","Exmoor National Park (England) ; England--Exmoor--National parks--Exmoor National Park--Management ; Nature conservation--England--Exmoor National Park","","English",""
"Moorland management","","007779276","Monograph","Language material ; Text","Volume","","9780907480112","North York Moors National Park Committee","","organisation","","North York Moors National Park Committee [organisation]","","","","","North York Moors National Park Committee","1984","","","","87/00540","","","",""
"Moorland research 1977-79 : The North York Moors National Park","","011678727","Monograph","Language material ; Text","Volume","","","","","","","North York Moors National Park [organisation]","","","","Helmsley","North York Moors National Park","","","","790 ; 796 ; 910","84/17584","Tourism ; Sport & Recreation ; Sports","","English",""
"Moorland research 1977-79","","015166055","Monograph","Language material ; Text","Volume","","","","","","","North York Moors National Park [organisation]","","","United Kingdom","","North York Moors National Park","","","47 pages","","84/17584","","","English",""
"Moorlands research 1977-79","","010403311","Monograph","Language material ; Text","Volume","","","","","","","North York Moors National Park [organisation]","","","","","North York Moors National Park","","","","","84/17584","","","",""
"More family walks in the White Peak","","007448456","Monograph","Language material ; Text","Volume","GB9628922","9780907758808","Taylor, Norman","1947-","person","","Taylor, Norman, 1947- [person]","Family walks series","","England","Cromford","Scarthin","1995","","95 pages, illustrations, maps, 21 cm","914.251104859","YK.1996.a.10716","Walking--England--Peak District National Park--Guidebooks ; Derbyshire (England) ; Family recreation--England--Peak District National Park--Guidebooks ; Travel ; Peak District National Park (England)--Guidebooks","","English",""
"More memories from the marshes : people of the Broads, past and present","","008806131","Monograph","Language material ; Text","Volume","GB9654422","9780948400391","Dye, Margaret","","person","","Dye, Margaret [person]","","","England","Dereham","Larks Press","1996","","ii, 55 pages, illustrations, facsimiles, 1 map, portraits, 21 cm","942.617","YK.1996.a.20431","Norfolk (England) ; Broads, The (England)--Social life and customs ; Artisans--England--Broads, The--Anecdotes ; Broads, The (England)--Anecdotes","","English",""
"More walks in the Dales","","011983278","Monograph","Language material ; Text","Volume","GB9003931","9780702809484","Spencer, Brian","","person","","Spencer, Brian [person]","A Bartholomew map & guide ; Bartholomew walks series","","Scotland","Edinburgh","Bartholomew","1990","","64 pages, illustrations, maps, 21 cm","914.28404859","YK.1990.a.5556","North Yorkshire--Dales ; North Yorkshire (England)--Guidebooks ; Yorkshire Dales National Park (England)--Guide-books","Guidebook","English",""
"Mountain Biking in the Yorkshire Dales","","019714933","Monograph","Language material ; Text","Online resource","GBC029196","9781849656283","Boydon, Ian","","person","author","Boydon, Ian, author [person]","","","United Kingdom","Milnthorpe","Cicerone","2013","","1 online resource (224 pages)","796.63094284","ELD.DS.490670","Yorkshire Dales National Park (England)--Guidebooks ; Mountain biking--England--Yorkshire Dales National Park--Guidebooks ; SPORTS & RECREATION / Cycling","Guidebook","English","Overview mapRoute summary tableIntroductionGetting to the Yorkshire DalesAccommodationEquipmentFoodBike checksWhen to rideLimestoneRest and recoveryRoutesMapsTimingsRights of WayTrail centresThe dirty dozenPre-ride checklistShort loopsRoute 1 Clapham and NorberRoute 2 ThoralbyRoute 3 Ribblehead and Cam High RoadRoute 4 Orton and Great AsbyRoute 5 ApedaleRoute 6 West Burton and CarltonRoute 7 The Dentdale DallianceRoute 8 Kilnsey and Mastiles LaneRoute 9 Fremington EdgeRoute 10 GunnersideMedium loopsRoute 11 Hetton HijinksRoute 12 Sulber, Wharfe and FeizorRoute 13 Cautley and UldaleRoute 14 South of Mastiles LaneRoute 15 Barbondale and LunesdaleRoute 16 GrassingtonRoute 17 ArkengarthdaleRoute 18 PenyghentRoute 19 Kettlewell and Old Cote MoorLong loopsRoute 20 Kirkby Stephen and Crosby GarrettRoute 21 Settle and Malham TarnRoute 22 The Ribble RumbleRoute 23 RaydaleRoute 24 Tour of SwaledaleRoute 25 The Cam Fell CrackerRoute 26 Embsay and Flasby FellRoute 27 A Tour West of HawesFull day loopsRoute 28 Tour of WhernsideRoute 29 The Dales Leg-BreakerRoute 30 The Howgills ClassicAppendixAppendix Bike shops in the region"
"Mountain Centre : National Park Visitor Centre","Canolfan Fynydd : Canolfan Ymwelwyr y Parc Cenedlaethol","013006648","Monograph","Language material ; Text","Sheet","GBA471366","","Brecon Beacons National Park Authority","","organisation","","Brecon Beacons National Park Authority [organisation]","","","Wales","Brecon","Brecon Beacons National Park","2004","","1 sheet, colour illustrations, map, 42 x 30 cm folded to 21 x 10 cm","","","Brecon Beacons National Park (Wales)--Guidebooks","Guidebook","English ; Welsh",""
"Mountain biking in the South Hams : six scenic routes for the fit, off-road rider using minor roads, green lanes & bridleways","","018099902","Monograph","Cartographic image ; Cartographic material ; Text","Sheet","","9781855224988","","","","","South Hams District Council [organisation]","","","England","Totnes","South Hams District Council, Environment Service","1996","","6 loose-leaf maps, plastic coated, colour, illustrations, on sheets 21 x 30 cm, folded to 21 x 15 cm + 2 information leaflets","912.42359","Maps.2016.d.247","Mountain biking--England--South Hams--Maps ; Dartmoor (England)--Maps ; Bicycle trails--England--Dartmoor--Maps ; Cycling--England--Dartmoor--Maps","Map","English","'Ordnance survey taken from Landranger number 202' ; Cover title ; Includes cycling safety care and tourist information ; Includes text and illustrations on verso ; Information leaflet 1 serves as the title page to the set. Information leaflet 2 is titled 'Cycling in the Dartmoor area' with a colour map and more cycle routes in and around Dartmoor National Park. Mountain biking in the South Hams is number 16 in this 2nd leaflet ; Issued in plastic wallet ; Produced by the Dartmoor Area Tourism Initiative ; Relief shown by contours and spot heights"
"Mountain biking in the Yorkshire Dales","","016844175","Monograph","Language material ; Text","Online resource","GBB508181","9781849657044","Boydon, Ian","","person","author","Boydon, Ian, author [person]","","","England","Milnthorpe, Cumbria","Cicerone","2012","First edition 2012","1 online resource (220 pages), colour illustrations, colour maps","796.63094284","ELD.DS.4939","Yorkshire Dales National Park (England)--Guidebooks ; Mountain biking--England--Yorkshire Dales National Park--Guidebooks","Guidebook","English",""
"Mountain biking in the Yorkshire Dales","","016844228","Monograph","Language material ; Text","Online resource","GBB508187","9781849656283","Boydon, Ian","","person","author","Boydon, Ian, author [person]","","","England","Milnthorpe, Cumbria","Cicerone","2013","","1 online resource, colour illustrations, colour maps","796.63094284","ELD.DS.4992","Yorkshire Dales National Park (England)--Guidebooks ; Mountain biking--England--Yorkshire Dales National Park--Guidebooks","Guidebook","English",""
"Mountain biking in the Yorkshire Dales","","020189271","Monograph","Cartographic image ; Language material ; Still image ; Text","Online resource (ePub ebook)","GBC174167","9781849656283","Boydon, Ian","","person","author","Boydon, Ian, author [person]","","","England","Kendal","Cicerone","2021","","1 online resource, colour illustrations, colour maps","796.63094284","","Yorkshire Dales National Park (England)--Guidebooks ; Mountain biking--England--Yorkshire Dales National Park--Guidebooks","Guidebook","English","Additional physical form: Print version. 9781852846763 ; Previously issued in print: 2012"
"Mountain biking in the Yorkshire Dales","Yorkshire Dales","016005496","Monograph","Language material ; Text","Volume","GBB202608","9781852846763","Boydon, Ian","","person","","Boydon, Ian [person]","Cicerone guides","","England","Milnthorpe","Cicerone","2012","1st edition","220 pages, illustrations, maps, 18 cm","796.63094284","YK.2013.a.1096","Yorkshire Dales National Park (England)--Guidebooks ; Mountain biking--England--Yorkshire Dales National Park--Guidebooks","Guidebook","English",""
